id,name,language,mode,schedule,deadline,field,url,tution_currency,university_id,duration,tution_amount
16796,Master In English Language And Literature Withwithout Thesis,English,CAMPUS,FULLTIME,,HUMANITIES,,,2893,24,
16797,Master Of Theological Studies,,CAMPUS,,,HUMANITIES,,,2598,,
16798,Master Of Archaeology,Croatian,CAMPUS,,,HUMANITIES,,,2321,,
16799,Master In The Book History And Techniques Of Analysis,English,CAMPUS,FULLTIME,,HUMANITIES,,GBP,404,,9900
16800,University Masters Degree In Advanced Studies In Philosophy,Spanish,CAMPUS,FULLTIME,,HUMANITIES,https://www.ucm.es/estudios/master-estudiosavanzadosenfilosofia,EUR,338,8,45
16801,University Masters Degree In Advanced Studies In Philosophy,Spanish,CAMPUS,PARTTIME,,HUMANITIES,https://www.ucm.es/estudios/master-estudiosavanzadosenfilosofia,EUR,338,8,45
16802,Ma In Sports Ethics And Integrity,English,CAMPUS,FULLTIME,,HUMANITIES,,EUR,2448,24,9000
16803,Ma In Theology,English,CAMPUS,FULLTIME,,HUMANITIES,,EUR,3493,24,6500
16804,Ma In Theology,English,CAMPUS,PARTTIME,,HUMANITIES,,EUR,3493,24,6500
16805,Masters In Buddhist Studies Philosophy And Comparative Religions,English,CAMPUS,FULLTIME,,HUMANITIES,,USD,555,24,2066
16806,Master In Leadership And Church Development,Norwegian,CAMPUS,,,HUMANITIES,,,3513,,
16807,Ms In Chaplaincy,English,CAMPUS,,,HUMANITIES,,,3178,,
16808,Ma In English Studies,English,CAMPUS,FULLTIME,,HUMANITIES,,EUR,452,16,1200
16809,Masters Degree In Social And Humanistic Research,Spanish,CAMPUS,FULLTIME,,HUMANITIES,,,213,24,
16810,Masters Degree In Social And Humanistic Research,Spanish,CAMPUS,PARTTIME,,HUMANITIES,,,213,24,
16811,Master In Religion Society And Global Issues Mphil,,CAMPUS,FULLTIME,,HUMANITIES,,,3403,0,
16812,Mlitt Philosophy,English,CAMPUS,FULLTIME,,HUMANITIES,,GBP,77,12,9450
16813,Interuniversity Master In Contemporary History Joint With Uv Uam Uab Usc Unizar Unican Upv And Uimp,Spanish,CAMPUS,FULLTIME,,HUMANITIES,https://www.ucm.es/master-historia-contemporanea/,EUR,338,8,39
16814,Interuniversity Master In Contemporary History Joint With Uv Uam Uab Usc Unizar Unican Upv And Uimp,Spanish,CAMPUS,PARTTIME,,HUMANITIES,https://www.ucm.es/master-historia-contemporanea/,EUR,338,8,39
16815,Postgraduate Programmes In International Studies,English,CAMPUS,FULLTIME,,HUMANITIES,,,3515,20,
16816,Mth Master Of Theology,,CAMPUS,FULLTIME,,HUMANITIES,,GBP,3377,48,4500
16817,Mth Master Of Theology,,CAMPUS,PARTTIME,,HUMANITIES,,GBP,3377,48,4500
16818,Master In Philosophy,Portuguese (Brazil),CAMPUS,,,HUMANITIES,,,,,
16819,Master Of Arts In History,English,,,,HUMANITIES,,,876,,
16820,Master Of Arts In Theology,English,CAMPUS,,,HUMANITIES,,,3593,,
16821,Master In Ancient Medieval And Renaissance Studies,English,CAMPUS,FULLTIME,,HUMANITIES,,EUR,109,24,2168
16822,Faith Administration,English,,,,HUMANITIES,,,521,,
16823,Ma In Classics Ancient Civilizations Classical Studies,English,CAMPUS,FULLTIME,,HUMANITIES,,EUR,15,,2168
16824,Ma In Classics Ancient Civilizations Classical Studies,English,CAMPUS,PARTTIME,,HUMANITIES,,EUR,15,,2168
16825,Master Of Arts In Global Maritime Archaeology,English,CAMPUS,FULLTIME,,HUMANITIES,,EUR,886,,9500
16826,Research Degrees Mphilphd In Religions And Philosophies,English,CAMPUS,FULLTIME,,HUMANITIES,,GBP,731,48,4486
16827,Research Degrees Mphilphd In Religions And Philosophies,English,CAMPUS,PARTTIME,,HUMANITIES,,GBP,731,48,4486
16828,Master Of Divinity Mdiv,English,,,,HUMANITIES,,,3548,,
16829,Ma Psychology Of Religion,,CAMPUS,FULLTIME,,HUMANITIES,,GBP,3377,24,4500
16830,Ma Psychology Of Religion,,CAMPUS,PARTTIME,,HUMANITIES,,GBP,3377,24,4500
16831,Master In Advanced European And International Studies Trilingual Studies Nicecanterburyberlin,English,CAMPUS,FULLTIME,,HUMANITIES,,EUR,1613,,8900
16832,Master In Advanced European And International Studies Trilingual Studies Nicecanterburyberlin,German,CAMPUS,FULLTIME,,HUMANITIES,,EUR,1613,,8900
16833,Master In Advanced European And International Studies Trilingual Studies Nicecanterburyberlin,French,CAMPUS,FULLTIME,,HUMANITIES,,EUR,1613,,8900
16834,English Literature Modern And Contemporary Fictions Ma,English,CAMPUS,FULLTIME,,HUMANITIES,https://www.westminster.ac.uk/english-literature-modern-and-contemporary-fictions-ma?utm_source=keystone&utm_medium=directory&utm_campaign=2020_profiles_ks_dy_b_las_hum_engl_english_literature_modern_and_contemporary_fictions_ma,GBP,128,24,13500
16835,English Literature Modern And Contemporary Fictions Ma,English,CAMPUS,PARTTIME,,HUMANITIES,https://www.westminster.ac.uk/english-literature-modern-and-contemporary-fictions-ma?utm_source=keystone&utm_medium=directory&utm_campaign=2020_profiles_ks_dy_b_las_hum_engl_english_literature_modern_and_contemporary_fictions_ma,GBP,128,24,13500
16836,Msc Psychology Of Language,English,CAMPUS,FULLTIME,,HUMANITIES,,GBP,3247,24,22600
16837,Msc Psychology Of Language,English,CAMPUS,PARTTIME,,HUMANITIES,,GBP,3247,24,22600
16838,Master Of Arts Degree In Childrens Literature,English,CAMPUS,,,HUMANITIES,,,3213,,
16839,Master In Ancient And Medieval Philosophy And Classical Philology,English,COMBINED,FULLTIME,,HUMANITIES,,,3462,24,
16840,Master In Ancient And Medieval Philosophy And Classical Philology,English,CAMPUS,FULLTIME,,HUMANITIES,,,3462,24,
16841,Master In Ancient And Medieval Philosophy And Classical Philology,English,ONLINE,FULLTIME,,HUMANITIES,,,3462,24,
16842,Masters Degree In Literature Culture And Diversity,Spanish,CAMPUS,PARTTIME,,HUMANITIES,,EUR,326,,1034
16843,Master Of Arts In Theological Studies,English,COMBINED,FULLTIME,,HUMANITIES,http://www.cnrs.ubc.ca/,CAD,3432,84,281
16844,Master Of Arts In Theological Studies,English,COMBINED,PARTTIME,,HUMANITIES,http://www.cnrs.ubc.ca/,CAD,3432,84,281
16845,Master Of Arts In Theological Studies,English,CAMPUS,FULLTIME,,HUMANITIES,http://www.cnrs.ubc.ca/,CAD,3432,84,281
16846,Master Of Arts In Theological Studies,English,CAMPUS,PARTTIME,,HUMANITIES,http://www.cnrs.ubc.ca/,CAD,3432,84,281
16847,Master Of Arts In Theological Studies,English,ONLINE,FULLTIME,,HUMANITIES,http://www.cnrs.ubc.ca/,CAD,3432,84,281
16848,Master Of Arts In Theological Studies,English,ONLINE,PARTTIME,,HUMANITIES,http://www.cnrs.ubc.ca/,CAD,3432,84,281
16849,Master Of English Language Education,English,,,,HUMANITIES,,,2413,,
16850,Master Of English Language Education,Indonesian,,,,HUMANITIES,,,2413,,
16851,Master In Philosophy,Italian,CAMPUS,,,HUMANITIES,,,,,
16852,Master In Social Sciences And Educational Sciences,English,CAMPUS,FULLTIME,,HUMANITIES,,EUR,768,16,200
16853,Msc In Archaeology,English,CAMPUS,FULLTIME,,HUMANITIES,,GBP,461,24,10700
16854,Msc In Archaeology,English,CAMPUS,PARTTIME,,HUMANITIES,,GBP,461,24,10700
16855,Master In Christian Studies,Japanese,CAMPUS,,,HUMANITIES,,,3516,,
16856,Msc In Ancient History,English,CAMPUS,FULLTIME,,HUMANITIES,,GBP,853,24,10700
16857,Msc In Ancient History,English,CAMPUS,PARTTIME,,HUMANITIES,,GBP,853,24,10700
16858,Master Of Arts In Theology,English,CAMPUS,,,HUMANITIES,,,3593,,
16859,Master In Indoamerican Linguistics,Spanish (Mexican),CAMPUS,,,HUMANITIES,,,3517,,
16860,Ma Tesol,English,CAMPUS,FULLTIME,,HUMANITIES,,GBP,1178,,6000
16861,Ma Tesol,English,CAMPUS,PARTTIME,,HUMANITIES,,GBP,1178,,6000
16862,Ma In Literary Studies,English,CAMPUS,FULLTIME,,HUMANITIES,,EUR,1874,,2168
16863,Ma Abrahamic Religions,,CAMPUS,FULLTIME,,HUMANITIES,,GBP,3377,24,4500
16864,Ma Abrahamic Religions,,CAMPUS,PARTTIME,,HUMANITIES,,GBP,3377,24,4500
16865,Masters Degree In Biolaw Law Ethics And Science,Spanish,CAMPUS,FULLTIME,,HUMANITIES,,EUR,863,,2280
16866,Ma In English,English,CAMPUS,FULLTIME,,HUMANITIES,,USD,2042,48,13602
16867,Ma In English,English,CAMPUS,PARTTIME,,HUMANITIES,,USD,2042,48,13602
16868,Master In Modern History,English,CAMPUS,FULLTIME,,HUMANITIES,,GBP,404,,9900
16869,Masters Degree In Medicalhealth Translation,Spanish,ONLINE,FULLTIME,,HUMANITIES,,EUR,1080,,46
16870,Masters Degree In Medicalhealth Translation,Spanish,ONLINE,PARTTIME,,HUMANITIES,,EUR,1080,,46
16871,Ma Linguistics,English,CAMPUS,FULLTIME,,HUMANITIES,,EUR,1264,,2209
16872,Ma Linguistics,English,CAMPUS,PARTTIME,,HUMANITIES,,EUR,1264,,2209
16873,Master Of Philosophy In Religion And Diversity Conflict And Coexistence,English,CAMPUS,,,HUMANITIES,,,3406,,
16874,Conducting Choir Direction,German,,,,HUMANITIES,,,2423,,
16875,Master Of Divinity,English,CAMPUS,,,HUMANITIES,,,2301,,
16876,Master In Technical Translation And Interpreting,Italian,CAMPUS,,,HUMANITIES,,,74,,
16877,Ma In Semiotics,English,CAMPUS,FULLTIME,,HUMANITIES,,EUR,,24,2200
16878,Mm In Music Performance Interpretation And Composition Diploma Of Excellence,English,CAMPUS,FULLTIME,,HUMANITIES,,,33,24,
16879,Master Of Philosophy,English,ONLINE,FULLTIME,,HUMANITIES,,,3579,24,
16880,Master Of Philosophy,English,ONLINE,PARTTIME,,HUMANITIES,,,3579,24,
16881,Ma Postcolonial Studies,English,CAMPUS,FULLTIME,,HUMANITIES,,GBP,731,36,10680
16882,Ma Postcolonial Studies,English,CAMPUS,PARTTIME,,HUMANITIES,,GBP,731,36,10680
16883,Master In Interpretation,French,CAMPUS,,,HUMANITIES,,,,,
16884,Ma In Biblical Studies Research,English,CAMPUS,FULLTIME,,HUMANITIES,,USD,158,24,3500
16885,Ma In Biblical Studies Research,English,CAMPUS,PARTTIME,,HUMANITIES,,USD,158,24,3500
16886,Ma In Literary Studies,English,CAMPUS,FULLTIME,,HUMANITIES,,GBP,1874,24,8370
16887,Ma In Literary Studies,English,CAMPUS,PARTTIME,,HUMANITIES,,GBP,1874,24,8370
16888,Master In Translation,French,CAMPUS,,,HUMANITIES,,,566,,
16889,Masters In Leadership Ministry,,CAMPUS,FULLTIME,,HUMANITIES,,,3520,12,
16890,Master In English Studies,English,CAMPUS,FULLTIME,,HUMANITIES,,EUR,452,24,13000
16891,Master In English Studies,Finnish,CAMPUS,FULLTIME,,HUMANITIES,,EUR,452,24,13000
16892,Master In English Studies,Swedish,CAMPUS,FULLTIME,,HUMANITIES,,EUR,452,24,13000
16893,Ma In English Language And Literature,English (UK),CAMPUS,FULLTIME,,HUMANITIES,,MYR,234,36,36800
16894,Ma In English Language And Literature,English (UK),CAMPUS,PARTTIME,,HUMANITIES,,MYR,234,36,36800
16895,Ma In Language Studies,English,CAMPUS,FULLTIME,,HUMANITIES,,HKD,3480,24,99900
16896,Ma In Language Studies,English,CAMPUS,PARTTIME,,HUMANITIES,,HKD,3480,24,99900
16897,Master Of Arts In Ministry,English,,,,HUMANITIES,,,1863,,
16898,Master In Environment Humans And Welfare,Japanese,CAMPUS,,,HUMANITIES,,,534,,
16899,Master In History With A Specialisation In Applied History,English,CAMPUS,FULLTIME,,HUMANITIES,,EUR,881,,2209
16900,Master In Comparative Literature,English,CAMPUS,FULLTIME,,HUMANITIES,,GBP,404,,9900
16901,Ms In Technical Communication,English,CAMPUS,,,HUMANITIES,,,3022,,
16902,Ma In Philosophy Research,English,CAMPUS,FULLTIME,,HUMANITIES,,EUR,1264,24,2209
16903,Master Of Arts In Theology,English,CAMPUS,,,HUMANITIES,,,3593,,
16904,Ma In Translation Studies,English,CAMPUS,FULLTIME,,HUMANITIES,https://ec.europa.eu/info/resources-partners/european-masters-translation-emt_en,EUR,300,24,16400
16905,Ma In Translation Studies,English,CAMPUS,PARTTIME,,HUMANITIES,https://ec.europa.eu/info/resources-partners/european-masters-translation-emt_en,EUR,300,24,16400
16906,Master In International Migration And Ethnic Relations,English,CAMPUS,FULLTIME,,HUMANITIES,,SEK,,24,80000
16907,Ma Classics And Ancient Civilisations Research,English,CAMPUS,FULLTIME,,HUMANITIES,,EUR,223,24,2209
16908,Master Of Arts In Theological Studies,,,,,HUMANITIES,,,3432,,
16909,Ma Religious Studies,English,CAMPUS,FULLTIME,,HUMANITIES,,EUR,3104,,2209
16910,Ma Religious Studies,English,CAMPUS,PARTTIME,,HUMANITIES,,EUR,3104,,2209
16911,Ma In Creative And Critical Writing,English,CAMPUS,FULLTIME,,HUMANITIES,,GBP,642,24,8235
16912,Ma In Creative And Critical Writing,English,CAMPUS,PARTTIME,,HUMANITIES,,GBP,642,24,8235
16913,Translation Department Master Class,Chinese,CAMPUS,,,HUMANITIES,,,3524,,
16914,Master In Translation And Interpretation Technical Communication And Content Strategy Course,French,CAMPUS,FULLTIME,,HUMANITIES,,,1583,24,
16915,Master In Middle Eastern History,English,CAMPUS,FULLTIME,,HUMANITIES,,GBP,404,,9900
16916,Msc Linguistics,English,CAMPUS,FULLTIME,,HUMANITIES,,GBP,3247,24,22600
16917,Msc Linguistics,English,CAMPUS,PARTTIME,,HUMANITIES,,GBP,3247,24,22600
16918,Master Of Ministry,English,,,,HUMANITIES,,,1011,,
16919,Master Of Arts In Teaching Writing,English,ONLINE,PARTTIME,,HUMANITIES,,,53,60,
16920,Master In Protection,Spanish (Mexican),CAMPUS,,,HUMANITIES,,,683,,
16921,Master In Nautical And Underwater Archeology,Spanish,CAMPUS,FULLTIME,,HUMANITIES,,EUR,1604,,13
16922,Master In History And Archaeology Of The Highlands And Islands,English,CAMPUS,FULLTIME,,HUMANITIES,,GBP,201,72,8640
16923,Master In History And Archaeology Of The Highlands And Islands,English,CAMPUS,PARTTIME,,HUMANITIES,,GBP,201,72,8640
16924,Master Of Fine Arts Mfa In Creative Writing,English,CAMPUS,,,HUMANITIES,,,982,,
16925,Master Of Divinity Majoring In Theology Mdiv,Korean,CAMPUS,,,HUMANITIES,,,3266,,
16926,Philosophy,English,,,,HUMANITIES,,,3527,,
16927,Ma In Christian Theology,,CAMPUS,FULLTIME,,HUMANITIES,,GBP,3399,24,4500
16928,Ma In Christian Theology,,CAMPUS,PARTTIME,,HUMANITIES,,GBP,3399,24,4500
16929,Master In European Languages And Cultures,English,CAMPUS,FULLTIME,,HUMANITIES,,,1012,24,4000
16930,Masters Degree In Ethics And Democracy,Spanish,COMBINED,FULLTIME,,HUMANITIES,,EUR,1080,,46
16931,Masters Degree In Ethics And Democracy,Spanish,COMBINED,PARTTIME,,HUMANITIES,,EUR,1080,,46
16932,Masters Degree In Ethics And Democracy,Spanish,CAMPUS,FULLTIME,,HUMANITIES,,EUR,1080,,46
16933,Masters Degree In Ethics And Democracy,Spanish,CAMPUS,PARTTIME,,HUMANITIES,,EUR,1080,,46
16934,Masters Degree In Ethics And Democracy,Spanish,ONLINE,FULLTIME,,HUMANITIES,,EUR,1080,,46
16935,Masters Degree In Ethics And Democracy,Spanish,ONLINE,PARTTIME,,HUMANITIES,,EUR,1080,,46
16936,Ma English Literary Studies,English,CAMPUS,FULLTIME,,HUMANITIES,,,254,24,
16937,Ma English Literary Studies,English,CAMPUS,PARTTIME,,HUMANITIES,,,254,24,
16938,Master Of Arts In Theological Studies,English,CAMPUS,FULLTIME,,HUMANITIES,,USD,3432,22,499
16939,Master Of Arts In Theological Studies,English,CAMPUS,PARTTIME,,HUMANITIES,,USD,3432,22,499
16940,Master Of Arts In Theological Studies,English,ONLINE,FULLTIME,,HUMANITIES,,USD,3432,22,499
16941,Master Of Arts In Theological Studies,English,ONLINE,PARTTIME,,HUMANITIES,,USD,3432,22,499
16942,Ii Level Specialist Course In Art Direction And Copywriting,Italian,CAMPUS,FULLTIME,,HUMANITIES,,,851,24,
16943,Ii Level Specialist Course In Art Direction And Copywriting,Italian,ONLINE,FULLTIME,,HUMANITIES,,,851,24,
16944,European Master In Lexicography Emlex,English,CAMPUS,FULLTIME,,HUMANITIES,,EUR,1314,24,18000
16945,Master Of Quran Science And Interpretation,Indonesian,,,,HUMANITIES,,,2228,,
16946,Ma In Archaeology Research,English,CAMPUS,FULLTIME,,HUMANITIES,https://www.rug.nl/masters/archaeology-research/,EUR,15,24,2168
16947,Master Of Divinity In Islamic Studies,English,CAMPUS,,,HUMANITIES,,,3528,,
16948,Msc In History,English,CAMPUS,FULLTIME,,HUMANITIES,,GBP,853,24,10700
16949,Msc In History,English,CAMPUS,PARTTIME,,HUMANITIES,,GBP,853,24,10700
16950,Masters Degree In Research In Translation And Interpreting,Spanish,ONLINE,FULLTIME,,HUMANITIES,,EUR,1080,,46
16951,Masters Degree In Research In Translation And Interpreting,Spanish,ONLINE,PARTTIME,,HUMANITIES,,EUR,1080,,46
16952,Master In Literature And Culture,Spanish (Colombia),CAMPUS,,,HUMANITIES,,,3529,,
16953,Ma In European Mission And Intercultural Christianity,,CAMPUS,FULLTIME,,HUMANITIES,,,3444,,
16954,Ma In European Mission And Intercultural Christianity,,CAMPUS,PARTTIME,,HUMANITIES,,,3444,,
16955,Ma In European Mission And Intercultural Christianity,,ONLINE,FULLTIME,,HUMANITIES,,,3444,,
16956,Ma In European Mission And Intercultural Christianity,,ONLINE,PARTTIME,,HUMANITIES,,,3444,,
16957,Master Of Science In Information Sciences Technologies,English,CAMPUS,FULLTIME,,HUMANITIES,,USD,34,24,47522
16958,Master Of Science In Information Sciences Technologies,English,ONLINE,FULLTIME,,HUMANITIES,,USD,34,24,47522
16959,Master Of Arts Ma In Christian Counselling,English,ONLINE,,,HUMANITIES,,,3530,,
16960,University Masters Degree In Teaching Staff Of Compulsory Secondary Education And Baccalaureate Professional Training And Language Teaching Specialty In Languages And Literatures,Spanish,CAMPUS,FULLTIME,,HUMANITIES,,EUR,28,24,854
16961,University Masters Degree In Teaching Staff Of Compulsory Secondary Education And Baccalaureate Professional Training And Language Teaching Specialty In Languages And Literatures,Spanish,CAMPUS,PARTTIME,,HUMANITIES,,EUR,28,24,854
16962,University Masters Degree In Teaching Staff Of Compulsory Secondary Education And Baccalaureate Professional Training And Language Teaching Specialty In Languages And Literatures,Gallegan,CAMPUS,FULLTIME,,HUMANITIES,,EUR,28,24,854
16963,University Masters Degree In Teaching Staff Of Compulsory Secondary Education And Baccalaureate Professional Training And Language Teaching Specialty In Languages And Literatures,Gallegan,CAMPUS,PARTTIME,,HUMANITIES,,EUR,28,24,854
16964,Ma In History By Distance Learning,English,ONLINE,PARTTIME,,HUMANITIES,,GBP,843,24,4750
16965,Master Of Divinity Master Of Business Administration,,CAMPUS,FULLTIME,,HUMANITIES,,,1879,,
16966,Masters Program In English Communication,Japanese,CAMPUS,,,HUMANITIES,,,3372,,
16967,Master Of Arts In Museum Studies,English,ONLINE,PARTTIME,,HUMANITIES,,,53,60,
16968,Online Masters Degree In Apologetics,English,ONLINE,,,HUMANITIES,,,3473,,
16969,Master Of Leadership,English,CAMPUS,,,HUMANITIES,,,3531,,
16970,Master In Cultural History Of Modern Europe,English,CAMPUS,FULLTIME,,HUMANITIES,,EUR,109,24,2168
16971,Master In Cultural History Of Modern Europe,English,CAMPUS,PARTTIME,,HUMANITIES,,EUR,109,24,2168
16972,Master In Cultural History Of Modern Europe,Dutch,CAMPUS,FULLTIME,,HUMANITIES,,EUR,109,24,2168
16973,Master In Cultural History Of Modern Europe,Dutch,CAMPUS,PARTTIME,,HUMANITIES,,EUR,109,24,2168
16974,Msc In Voice Technology,English,CAMPUS,FULLTIME,,HUMANITIES,,EUR,1313,,2168
